2N7002-7-F	from hqew, 捷辉电子商行	PIOPES	&nbsp;	4010	SOT-23
FX5700ULTRA	from hqew, 捷辉电子商行	NVIDIA	0402+	23	BGA
FX5900 XT	from hqew, 捷辉电子商行	NVIDIA	0332+	2	BGA
G200-103-B3	from hqew, 捷辉电子商行	NVIDIA	0945+	2	BGA
G200-103-B3	from hqew, 捷辉电子商行	NVIDIA	1018+	1	BGA
G200-105-B3	from hqew, 捷辉电子商行	NVIDIA	0944+	41	BGA
G200-105-B3	from hqew, 捷辉电子商行	NVIDIA	0924+	1	BGA
G71-GT2-H-N-A2	from hqew, 捷辉电子商行	NVIDIA	0702+	4	BGA
G71-N-A2	from hqew, 捷辉电子商行	NVIDIA	0647+	5	BGA
G73-GT-H-N-B1	from hqew, 捷辉电子商行	NVIDIA	0619+	15	BGA
G73-VZ-N-A2	from hqew, 捷辉电子商行	NVIDIA	0642+	2	BGA
G73-VZ-N-B1	from hqew, 捷辉电子商行	NVIDIA	0837+	20	BGA
G84-303-A2	from hqew, 捷辉电子商行	NVIDIA	0845+	6	BGA
G84-403-A2	from hqew, 捷辉电子商行	NVIDIA	0806+	1	BGA
G92-150-A2	from hqew, 捷辉电子商行	NVIDIA	0834+	2	BGA
G92-150-A2	from hqew, 捷辉电子商行	NVIDIA	0826+	7	BGA
G92-159-A2	from hqew, 捷辉电子商行	NVIDIA	0829+	41	BGA
G92-270-A2	from hqew, 捷辉电子商行	NVIDIA	0832+	2	BGA
G92-270-A2	from hqew, 捷辉电子商行	NVIDIA	0826+	3	BGA
G94-210-A1	from hqew, 捷辉电子商行	NVIDIA	0841+	8	BGA
G94-210-A1	from hqew, 捷辉电子商行	NVIDIA	0914+	16	BGA
G94-300-A1	from hqew, 捷辉电子商行	NVIDIA	0817+	3	BGA
G94-300-A1	from hqew, 捷辉电子商行	NVIDIA	0914+	8	BGA
G94-300-A1	from hqew, 捷辉电子商行	NVIDIA	0909+	4	BGA
G94-358-B1	from hqew, 捷辉电子商行	NVIDIA	0939+	3	BGA
G94-359-B1	from hqew, 捷辉电子商行	NVIDIA	0910+	6	BGA
G94-359-B1	from hqew, 捷辉电子商行	NVIDIA	0927+	2	BGA
G96-229-C1	from hqew, 捷辉电子商行	NVIDIA	0843+	56	BGA
G96-229-C1	from hqew, 捷辉电子商行	NVIDIA	0840+	8	BGA
G96-229-C1	from hqew, 捷辉电子商行	NVIDIA	0914+	25	BGA
G98-400-U2	from hqew, 捷辉电子商行	NVIDIA	1001+	10	BGA
GF-6200TC-N-A2	from hqew, 捷辉电子商行	NVIDIA	0717+	21	BGA
GF-6200TC-N-B2	from hqew, 捷辉电子商行	NVIDIA	0737+	70	BGA
GF-6200TC-SE-A2	from hqew, 捷辉电子商行	NVIDIA	0601+	3	BGA
GF-6200TC-SE-A2	from hqew, 捷辉电子商行	NVIDIA	0502+	3	BGA
GF-6500-A2	from hqew, 捷辉电子商行	NVIDIA	0523+	6	BGA
GF-6500-A2	from hqew, 捷辉电子商行	NVIDIA	0530+	1	BGA
GF-6500-A2	from hqew, 捷辉电子商行	NVIDIA	0532+	7	BGA
GF-6600-A4	from hqew, 捷辉电子商行	NVIDIA	0549+	8	BGA
GF-6600-N-A4	from hqew, 捷辉电子商行	NVIDIA	0725+	3	BGA
GF-6600-N-A4	from hqew, 捷辉电子商行	NVIDIA	0535+	20	BGA
GF-6800-GT-A1	from hqew, 捷辉电子商行	NVIDIA	0501+	1	BGA
GF-6800-GT-PCI-A1	from hqew, 捷辉电子商行	NVIDIA	0509+	17	BGA
GF-7100GS-N-B2	from hqew, 捷辉电子商行	NVIDIA	0737+	34	BGA
GF-7100GS-N-B2	from hqew, 捷辉电子商行	NVIDIA	0731+	10	BGA
GF-7100GS-N-B2	from hqew, 捷辉电子商行	NVIDIA	0619+	22	BGA
GF-7100GS-N-B2	from hqew, 捷辉电子商行	NVIDIA	0715+	6	BGA
GF-8100-720A-A2	from hqew, 捷辉电子商行	NVIDIA	0823+	3	BGA
GF-9400-I-B2	from hqew, 捷辉电子商行	NVIDIA	0844+	69	BGA
GO5200NPB 64M	from hqew, 捷辉电子商行	NVIDIA	0707+	1	BGA
HSI-N-A4	from hqew, 捷辉电子商行	NVIDIA	0801+	11	BGA
HSI-N-A4	from hqew, 捷辉电子商行	NVIDIA	0723+	9	BGA
HY57V641620HG	from hqew, 捷辉电子商行	HY	0318+	6	TSSOP54
HY5DU281622FTP-4	from hqew, 捷辉电子商行	HY	0711+	91	TSSOP66
HY5DU561622DT-5	from hqew, 捷辉电子商行	HY	0512+	14	TSSOP66
HY5DU561622ETP-4	from hqew, 捷辉电子商行	HY	0707+	84	TSSOP66
HY5DU561622ETP-4	from hqew, 捷辉电子商行	HY	0549+	3	TSSOP66
HY5DU561622ETP-4	from hqew, 捷辉电子商行	HY	0550+	10	TSSOP66
HY5DU561622ETP-5	from hqew, 捷辉电子商行	HY	0616+	4	SOP
HY5DU573222FP-28	from hqew, 捷辉电子商行	HY	0447+	17	BGA
HY5DU573222FP-28	from hqew, 捷辉电子商行	HY	0547+	41	BGA
HY5DV281622DT-4	from hqew, 捷辉电子商行	HY	0313+	161	TSSOP
HY5PS121621CFP-2	from hqew, 捷辉电子商行	HY	0840+	35	BGA
HY5PS121621CFP-25	from hqew, 捷辉电子商行	HY	0732+	6	BGA
HY5PS121621CFP-25	from hqew, 捷辉电子商行	HY	0736+	1	BGA
HY5PS561621AFP-25	from hqew, 捷辉电子商行	HY	0721+	11	BGA
HY5PS561621AFP-25	from hqew, 捷辉电子商行	HY	0726+	281	BGA
HY5PS561621AFP-25	from hqew, 捷辉电子商行	HY	0642+	6	BGA
HY5PS561621BFP-25	from hqew, 捷辉电子商行	HY	0832+	103	BGA
HY5RS123235BFP-14	from hqew, 捷辉电子商行	HY	0739+	14	BGA
HY5RS123235BFP-14	from hqew, 捷辉电子商行	HY	0709+	19	BGA
HY5RS123235BFP-14	from hqew, 捷辉电子商行	HY	07+	24	BGA
HY5RS123235FP-14	from hqew, 捷辉电子商行	HY	0615+	43	BGA
HY5RS573225AFP-14	from hqew, 捷辉电子商行	HY	0605+	50	BGA
HY5RS573225BFP-14	from hqew, 捷辉电子商行	HY	0733+	3	BGA
HY5RS573225FP-2	from hqew, 捷辉电子商行	HY	0542+	21	BGA
HYB18H1G321AF-10	from hqew, 捷辉电子商行	QIMONDD	0808+	25	BGA
HYB18H1G321AF-10	from hqew, 捷辉电子商行	QIMONDD	0844+	42	BGA
HYB18H512321BF-10	from hqew, 捷辉电子商行	QIMONDA	0818+	12	BGA
HYB18H512321BF-10	from hqew, 捷辉电子商行	INFINEN	0736+	20	BGA
HYB18H512321BF-10	from hqew, 捷辉电子商行	QIMONDD	0726+	1	BGA
HYB18T256161AF-28	from hqew, 捷辉电子商行	INFINEN	0548+	12	BGA
HYB18T512161B2F-20	from hqew, 捷辉电子商行	QIMONDD	0504+	7	BGA
HYB18T512161CF-20	from hqew, 捷辉电子商行	INFINEN	0830+	2	BGA
IS61LV6416-10TL	from hqew, 捷辉电子商行	ISSI	0621+	20	TSSOP44
ISL6566CRZ-T	from hqew, 捷辉电子商行	INTERSIL	1018+	200	QFN
IT8212F-DXS	from hqew, 捷辉电子商行	ITE	0546+	148	QFP128
IT8213F AXS	from hqew, 捷辉电子商行	ITE	0809+	420	QFP128
IT8213F AXS	from hqew, 捷辉电子商行	ITE	1007+	105	QFP128
IT8671F-A/EYS	from hqew, 捷辉电子商行	ITE	0110+	17	QFP128
IT8705F FXS	from hqew, 捷辉电子商行	ITE	0445+	38	QFP128
IT8712F-A GXS GB	from hqew, 捷辉电子商行	ITE	0635+	171	QFP128
IT8712F-A/DYS	from hqew, 捷辉电子商行	ITE	138+	80	QFP128
IT8712F-A/GXS GB	from hqew, 捷辉电子商行	ITE	0630+	10	QFP128
IT8712F-A/IXS GB	from hqew, 捷辉电子商行	ITE	0625+	598	QFP128
IT8712F-A/IXS/GB	from hqew, 捷辉电子商行	ITE	&nbsp;	16	QFP128
IT8718F-S GXC	from hqew, 捷辉电子商行	ITE	0738+	9	QFP128
IT8718F-S/CXS	from hqew, 捷辉电子商行	ITE	0649+	31	QFP128
IT8718F-S/CXS/GB	from hqew, 捷辉电子商行	ITE	0637+	9	QFP128
IT-8X-4200	from hqew, 捷辉电子商行	NVIDIA	04+	66	BGA
IT-8X-4800	from hqew, 捷辉电子商行	NVIDIA	0307+	9	BGA
J1116BASE-DJ-E	from hqew, 捷辉电子商行	ELPIDA	0847+	7	BGA
JG82865G SL99Y	from hqew, 捷辉电子商行	INTEL	0706+	70	BGA
JG82865G SL99Y	from hqew, 捷辉电子商行	INTEL	0707+	293	BGA
JG82865G/SL99Y	from hqew, 捷辉电子商行	INTEL	0630+	1014	BGA
JG82865GV SL7YF	from hqew, 捷辉电子商行	INTEL	0549+	5	BGA
JMB322	from hqew, 捷辉电子商行	JMICRON	0910+	4	QFN
JMB322	from hqew, 捷辉电子商行	JMICRON	0907+	46	QFN
K4D261638F-TC40	from hqew, 捷辉电子商行	SAMSUNG	0537+	19	TSSOP
K4D261638F-TC40	from hqew, 捷辉电子商行	SAMSUNG	0534+	6	TSSOP
K4D551638D-TC36	from hqew, 捷辉电子商行	SAMSUNG	0442+	95	TSSOP
K4D551638F-TC50	from hqew, 捷辉电子商行	SAMSUNG	0534+	101	TSSOP66
K4D551638F-TC50	from hqew, 捷辉电子商行	SAMSUNG	0443+	2	TSSOP
K4J10324KE-HC1A	from hqew, 捷辉电子商行	SAMSUNG	1019+	7	BGA
K4J10324QD-HJ1A	from hqew, 捷辉电子商行	SAMSUNG	0840+	3	BGA
K4J10324QD-HJ1A	from hqew, 捷辉电子商行	SAMSUNG	0843+	1	BGA
K4J10324QD-HJ1A	from hqew, 捷辉电子商行	SAMSUNG	0946+	39	BGA
K4J52324QC-BC14	from hqew, 捷辉电子商行	SAMSUNG	0637+	4	BGA
K4J52324QC-BC14	from hqew, 捷辉电子商行	SAMSUNG	0646+	2	BGA
K4J52324QE-BJ1A	from hqew, 捷辉电子商行	SAMSUNG	0816+	4	BGA
K4J52324QE-BJ1A	from hqew, 捷辉电子商行	SAMSUNG	0813+	1	BGA
K4J52324QH-HJ08	from hqew, 捷辉电子商行	SAMSUNG	1001+	3	BGA
K4J52324QH-HJ1A	from hqew, 捷辉电子商行	SAMSUNG	0937+	34	BGA
K4N56163QG-ZC25	from hqew, 捷辉电子商行	SAMSUNG	0707+	10	BGA
K9F8G08UOM-PCB0	from hqew, 捷辉电子商行	SAMSUNG	0025+	8	TSSOP
KM400	from hqew, 捷辉电子商行	VIA	0449+	48	BGA
L6758A	from hqew, 捷辉电子商行	ST	1031+	64	QFN48
LC4032V-75-10I	from hqew, 捷辉电子商行	LATTICE	0543+	22	QFP48
LE82946GZ SL9R4	from hqew, 捷辉电子商行	INTEL	0632+	5	BGA
LE82946GZ SL9R4	from hqew, 捷辉电子商行	INTEL	0641+	2	BGA
LE82GLE960 SLA9G	from hqew, 捷辉电子商行	INTEL	0745+	10	BGA
LE82P31 SLAHX	from hqew, 捷辉电子商行	INTEL	0818+	3	BGA
LE82P31 SLASK	from hqew, 捷辉电子商行	INTEL	0839+	80	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0715+	5	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0725+	36	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0730+	32	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0716+	136	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0738+	113	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0726+	57	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0819+	4	BGA
LE82P965 SL9NU	from hqew, 捷辉电子商行	INTEL	0635+	276	BGA
LE82P965 SL9NU	from hqew, 捷辉电子商行	INTEL	0621+	51	BGA
LE82P965 SL9QX	from hqew, 捷辉电子商行	INTEL	0634+	2	BGA
LE82P965 SL9QX	from hqew, 捷辉电子商行	INTEL	0650+	2	BGA
LE82P965 SL9QX	from hqew, 捷辉电子商行	INTEL	0647+	2	BGA
LE82P965 SL9QX	from hqew, 捷辉电子商行	INTEL	0648+	224	BGA
LE82P965 SL9QX	from hqew, 捷辉电子商行	INTEL	0636+	139	BGA
LE82P965 SL9QX	from hqew, 捷辉电子商行	INTEL	0638+	18	BGA
LE82P965 SL9QX	from hqew, 捷辉电子商行	INTEL	0625+	1	BGA
LE82Q35 SLAEX	from hqew, 捷辉电子商行	INTEL	0843+	2	BGA
LE82Q963 SL9R2	from hqew, 捷辉电子商行	INTEL	0712+	30	BGA
LM9600CIMT	from hqew, 捷辉电子商行	NXP	0830+	412	SOT-353
LPC47M133-NC	from hqew, 捷辉电子商行	SMSC	0403+	18	QFP128
LPC47M997-NR	from hqew, 捷辉电子商行	SMSC	0504+	68	QFP128
MCP7A-ION-B3	from hqew, 捷辉电子商行	NVIDIA	0913+	31	BGA
MX25L1605DM2I-12G	from hqew, 捷辉电子商行	MXIC	0924+	4	
MX4000	from hqew, 捷辉电子商行	NVIDIA	0422+	7	BGA
M1573	from hqew, 捷辉电子商行	ALI	0606+	27	BGA
M1573A1	from hqew, 捷辉电子商行	ALI	0520+	3	BGA
M1689B1	from hqew, 捷辉电子商行	ALI	0532+	1	BGA
M29W128GL-70N6	from hqew, 捷辉电子商行	ST	0918+	5	TSOP56
MAX9789AETJ	from hqew, 捷辉电子商行	MAXIM	0743+	23	QFN
NF3-250-A2	from hqew, 捷辉电子商行	NVIDIA	0540+	240	BGA
NF3-250-A2	from hqew, 捷辉电子商行	NVIDIA	0916+	2	BGA
NF3-250GB-A2	from hqew, 捷辉电子商行	NVIDIA	0507+	51	BGA
NF4 ULTRA	from hqew, 捷辉电子商行	NVIDIA	0513+	54	BGA
NF-430-N-A2	from hqew, 捷辉电子商行	NVIDIA	0608+	9	BGA
NF-430-N-A3	from hqew, 捷辉电子商行	NVIDIA	0629+	1	BGA
NF4-4X-B1	from hqew, 捷辉电子商行	NVIDIA	0808+	2	BGA
NF4-4X-B1	from hqew, 捷辉电子商行	NVIDIA	0701+	3	BGA
NF4-SLI-A3	from hqew, 捷辉电子商行	NVIDIA	0515+	1	BGA
NF4-SLI-MCP-A3	from hqew, 捷辉电子商行	NVIDIA	0517+	112	BGA
NF4-SLI-MCP-A3	from hqew, 捷辉电子商行	NVIDIA	0515+	128	BGA
NF4-ULTRA-A3	from hqew, 捷辉电子商行	NVIDIA	0502+	3	BGA
NF4-ULTRA-A3	from hqew, 捷辉电子商行	NVIDIA	0448+	1	BGA
NF500-SLI-N-B1	from hqew, 捷辉电子商行	NVIDIA	0644+	16	BGA
NF520-A3	from hqew, 捷辉电子商行	NVIDIA	0738+	6	BGA
NF520-A3	from hqew, 捷辉电子商行	NVIDIA	0815+	2	BGA
NF520-A3	from hqew, 捷辉电子商行	NVIDIA	0801+	1	BGA
NF520LE-A3	from hqew, 捷辉电子商行	NVIDIA	1026+	4	BGA
NF550-N-A2	from hqew, 捷辉电子商行	NVIDIA	0847+	388	BGA
NF550-N-A2	from hqew, 捷辉电子商行	NVIDIA	0643+	97	BGA
NF550-N-A3	from hqew, 捷辉电子商行	NVIDIA	0833+	12	BGA
NF570-SLI-N-A2	from hqew, 捷辉电子商行	NVIDIA	0817+	8	BGA
NF570-SLI-N-A2	from hqew, 捷辉电子商行	NVIDIA	0711+	1	BGA
NF570-SLI-N-A3	from hqew, 捷辉电子商行	NVIDIA	0816+	90	BGA
NF570-SLI-N-A3	from hqew, 捷辉电子商行	NVIDIA	0802+	74	BGA
NF570-SLI-N-A3	from hqew, 捷辉电子商行	NVIDIA	0821+	15	BGA
NF570-SLI-N-A3	from hqew, 捷辉电子商行	NVIDIA	0734+	1	BGA
NF590-SLI-N-A2	from hqew, 捷辉电子商行	NVIDIA	0641+	8	BGA
NF-6100-400-N-A2	from hqew, 捷辉电子商行	NVIDIA	0637+	42	BGA
NF-6100-400-N-A2	from hqew, 捷辉电子商行	NVIDIA	0630+	1	BGA
NF-6100-405-N-A3	from hqew, 捷辉电子商行	NVIDIA	0749+	100	BGA
NF-6100-N-A2	from hqew, 捷辉电子商行	NVIDIA	0616+	4	BGA
NF-6100-N-A2	from hqew, 捷辉电子商行	NVIDIA	0906+	8	BGA
NF-6150-A2	from hqew, 捷辉电子商行	NVIDIA	0608+	3	BGA
NF-6150LE-N-A2	from hqew, 捷辉电子商行	NVIDIA	0625+	1	BGA
NF-6150-N-A2	from hqew, 捷辉电子商行	NVIDIA	0639+	56	BGA
NF-630I-A2	from hqew, 捷辉电子商行	NVIDIA	0741+	60	BGA
NF6501-SLI-N-A2	from hqew, 捷辉电子商行	NVIDIA	0714+	14	BGA
NF650I-SLI-N-A2	from hqew, 捷辉电子商行	NVIDIA	0701+	145	BGA
NF650I-SLI-N-A2	from hqew, 捷辉电子商行	NVIDIA	0710+	94	BGA
NF650I-U-N-A2	from hqew, 捷辉电子商行	NVIDIA	0701+	4	BGA
NF680I-SLI-N-A2	from hqew, 捷辉电子商行	NVIDIA	0749+	1	BGA
NF680I-SLI-N-A2	from hqew, 捷辉电子商行	NVIDIA	0714+	167	BGA
NF680I-SLI-N-A2	from hqew, 捷辉电子商行	NVIDIA	0719+	55	BGA
NF680I-SLI-N-A2	from hqew, 捷辉电子商行	NVIDIA	0701+	11	BGA
NF-7025-630A-A2	from hqew, 捷辉电子商行	NVIDIA	0950+	12	BGA
NF-7050-610I-A2	from hqew, 捷辉电子商行	NVIDIA	0814+	4	BGA
NF-7050-610I-A2	from hqew, 捷辉电子商行	NVIDIA	0811+	2	BGA
NF-7100-630I-A2	from hqew, 捷辉电子商行	NVIDIA	0918+	5	BGA
NF-7100-630I-A2	from hqew, 捷辉电子商行	NVIDIA	0841+	3	BGA
NF-7150-630I-A2	from hqew, 捷辉电子商行	NVIDIA	0735+	2	BGA
NF-7150-630I-A2	from hqew, 捷辉电子商行	NVIDIA	0747+	41	BGA
NFORCE4 SLI SPP	from hqew, 捷辉电子商行	NVIDIA	0519+	8	BGA
NFORCE4-SLI-SPP	from hqew, 捷辉电子商行	NVIDIA	0515+	15	BGA
NFP-3600-N-A3	from hqew, 捷辉电子商行	NVIDIA	0825+	2	BGA
NF-SPP190-N-A2	from hqew, 捷辉电子商行	NVIDIA	0743+	1	BGA
NF-TM-MCP	from hqew, 捷辉电子商行	NVIDIA	0244+	20	BGA
NG82915P SL8BW	from hqew, 捷辉电子商行	INTEL	0352+	138	BGA
NG82915P SL8BW	from hqew, 捷辉电子商行	INTEL	0530+	41	BGA
NG82925X SL7LZ	from hqew, 捷辉电子商行	INTEL	0422+	39	BGA
NG82925X SL7RC	from hqew, 捷辉电子商行	INTEL	0429+	17	BGA
NG82925XE SL84Z	from hqew, 捷辉电子商行	INTEL	0505+	157	BGA
NH82801EB SL7YC	from hqew, 捷辉电子商行	INTEL	0713+	3240	BGA
NH82801GBM SL8YB	from hqew, 捷辉电子商行	INTEL	0730+	10	BGA
NH82801GBM SL8YB	from hqew, 捷辉电子商行	INTEL	0920+	2	BGA
NH82801GDH SL8UK	from hqew, 捷辉电子商行	INTEL	0549+	111	BGA
NH82801GDH SL8UK	from hqew, 捷辉电子商行	INTEL	0736+	11	BGA
NH82801GDH SL8UK	from hqew, 捷辉电子商行	INTEL	0617+	14	BGA
NH82801HB SL9MN	from hqew, 捷辉电子商行	INTEL	0649+	296	BGA
NH82801HB SL9MN	from hqew, 捷辉电子商行	INTEL	0714+	1352	BGA
NH82801HB SL9MN	from hqew, 捷辉电子商行	INTEL	0740+	15	BGA
NH82801HB SL9MN	from hqew, 捷辉电子商行	INTEL	0704+	42	BGA
NH82801HB SL9MN	from hqew, 捷辉电子商行	INTEL	0623+	58	BGA
NH82801HB SL9MN	from hqew, 捷辉电子商行	INTEL	0634+	5	BGA
NH82801HB SL9MN	from hqew, 捷辉电子商行	INTEL	0651+	214	BGA
NH82801HBM SLA5Q	from hqew, 捷辉电子商行	INTEL	0752+	71	BGA
NH82801HO SL742	from hqew, 捷辉电子商行	INTEL	0722+	99	BGA
NH82801HO SL9MM	from hqew, 捷辉电子商行	INTEL	0628+	49	BGA
NH82801HR SL9MK	from hqew, 捷辉电子商行	INTEL	0640+	2	BGA
NH82801IB SLA9M	from hqew, 捷辉电子商行	INTEL	0807+	5	BGA
NQ6700PXH SL7N2	from hqew, 捷辉电子商行	INTEL	0421+	10	BGA
NQ6702PXH SL7X4	from hqew, 捷辉电子商行	INTEL	0432+	28	BGA
NQE7520MC SL7XT	from hqew, 捷辉电子商行	INTEL	0513+	4	BGA
NQE7525MC SL7XW	from hqew, 捷辉电子商行	INTEL	0515+	48	BGA
NQE7525MC SL7XW	from hqew, 捷辉电子商行	INTEL	0521+	238	BGA
NU3210MC SLALH	from hqew, 捷辉电子商行	INTEL	1112+	137	BGA
NU82X38 SLALJ	from hqew, 捷辉电子商行	INTEL	0734+	2	BGA
NU82X48 SLASF	from hqew, 捷辉电子商行	INTEL	0811+	95	BGA
NU82X48 SLASF	from hqew, 捷辉电子商行	INTEL	&nbsp;	12	BGA
NV102-A2	from hqew, 捷辉电子商行	NVIDIA	0850+	1	BGA
NV102-A2	from hqew, 捷辉电子商行	NVIDIA	0902+	1	BGA
NVS280	from hqew, 捷辉电子商行	NVIDIA	0302+	12	BGA
P4M900G CD	from hqew, 捷辉电子商行	VIA	0728+	1260	BGA
PC82573L	from hqew, 捷辉电子商行	INTEL	0540+	10	BGA
PC82573L	from hqew, 捷辉电子商行	INTEL	0727+	7	BGA
PC82573L	from hqew, 捷辉电子商行	INTEL	0618+	1	BGA
PDC20265R	from hqew, 捷辉电子商行	PROMISE	0102+	8	QFP128
PDC20276	from hqew, 捷辉电子商行	PROMISE	0229+	11	QFP128
PI5C3257QE	from hqew, 捷辉电子商行	PERICOM	09+	30	SSOP
PM49FL002T-33JCE	from hqew, 捷辉电子商行	PMC	04+	45	PLCC
PRIXP420BC	from hqew, 捷辉电子商行	INTEL	0612+	4	BGA
PS2561A-1-V-A/JT	from hqew, 捷辉电子商行	NEC	0616+	622	DIP4
QD-NVS200	from hqew, 捷辉电子商行	NVIDIA	0421+	110	BGA
QD-NVS-210S-N-A2	from hqew, 捷辉电子商行	NVIDIA	0725+	22	BGA
QD-NVS-210S-N-A2	from hqew, 捷辉电子商行	NVIDIA	0729+	113	BGA
QG3000 SL9Q5	from hqew, 捷辉电子商行	INTEL	0716+	1	BGA
QG5000V SL96Y	from hqew, 捷辉电子商行	INTEL	0608+	2	BGA
QG5000X SL9TH	from hqew, 捷辉电子商行	INTEL	0627+	1	BGA
QG82915GV SL8AU	from hqew, 捷辉电子商行	INTEL	0620+	100	BGA
QG82915P SL8AS	from hqew, 捷辉电子商行	INTEL	0548+	156	BGA
QG82945G SL8FU	from hqew, 捷辉电子商行	INTEL	0539+	1	BGA
QG82945GZ SL927	from hqew, 捷辉电子商行	INTEL	0648+	5	BGA
QG82945P SL8FV	from hqew, 捷辉电子商行	INTEL	0632+	9	BGA
QG82945P SL8HT	from hqew, 捷辉电子商行	INTEL	0635+	34	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	04+	240	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0647+	119	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0547+	246	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0602+	16	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0603+	8	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0705+	75	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0641+	12	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0624+	1	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0638+	9	BGA
QG82955X SL8FW	from hqew, 捷辉电子商行	INTEL	0520+	148	BGA
QG82955X SL8FW	from hqew, 捷辉电子商行	INTEL	0632+	70	BGA
QG82955X SL8FW	from hqew, 捷辉电子商行	INTEL	0519+	7	BGA
QG82975X SL8YS	from hqew, 捷辉电子商行	INTEL	0627+	77	BGA
QG82975X SL8YS	from hqew, 捷辉电子商行	INTEL	0552+	2	BGA
QG82975X SL8YS	from hqew, 捷辉电子商行	INTEL	0602+	102	BGA
QGE7230 SL8KJ	from hqew, 捷辉电子商行	INTEL	0519+	22	BGA
RG82845 SL5YQ	from hqew, 捷辉电子商行	INTEL	0344+	58	BGA
RG82845 SL5YQ	from hqew, 捷辉电子商行	INTEL	0515+	360	BGA
RG82845 SL5YQ	from hqew, 捷辉电子商行	INTEL	0245+	10	BGA
RG82845G SL6PR	from hqew, 捷辉电子商行	INTEL	0441+	17	BGA
RG82845GL SL6PT	from hqew, 捷辉电子商行	INTEL	0446+	5	BGA
RG82845PE SL6H5	from hqew, 捷辉电子商行	INTEL	0249+	33	BGA
RG82848P SL77Y	from hqew, 捷辉电子商行	INTEL	0536+	81	BGA
RG82848P SL77Y	from hqew, 捷辉电子商行	INTEL	0540+	80	BGA
RG82855PM SL752	from hqew, 捷辉电子商行	INTEL	0610+	63	BGA
RG82865G SL743	from hqew, 捷辉电子商行	INTEL	0527+	119	BGA
RG82865GV SL77X	from hqew, 捷辉电子商行	INTEL	0545+	269	BGA
RG82865P SL6UY	from hqew, 捷辉电子商行	INTEL	0401+	123	BGA
RG82865P SL6UY	from hqew, 捷辉电子商行	INTEL	0323+	11	BGA
RG82865PE SL722	from hqew, 捷辉电子商行	INTEL	0535+	434	BGA
RG82865PE SL722	from hqew, 捷辉电子商行	INTEL	0525+	12	BGA
RG82875 SL744	from hqew, 捷辉电子商行	INTEL	0546+	6	BGA
RG82875 SL744	from hqew, 捷辉电子商行	INTEL	0404+	16	BGA
RGE7210MC SL77W	from hqew, 捷辉电子商行	INTEL	0408+	96	BGA
RGE7210MC SL77W	from hqew, 捷辉电子商行	INTEL	0404+	16	BGA
RGE7210MC SL77W	from hqew, 捷辉电子商行	INTEL	0401+	9	BGA
RTL8100C	from hqew, 捷辉电子商行	REALTEK	09+	189	QFP
RTL8100L	from hqew, 捷辉电子商行	REALTEK	02+	24	QFP
RTL8102E	from hqew, 捷辉电子商行	REALTEK	&nbsp;	6490	QFN
RTL8110SB	from hqew, 捷辉电子商行	REALTEK	0515+	24	QFP
RTL8110SBL	from hqew, 捷辉电子商行	REALTEK	0549+	20	QFP
RTL8201N	from hqew, 捷辉电子商行	REALTEK	07/08/09	26	QFN
RTL8211B	from hqew, 捷辉电子商行	REALTEK	07/08/09	516	QFN
RTM682-800	from hqew, 捷辉电子商行	REALTEK	0627+	60	SSOP
RTM870T-691	from hqew, 捷辉电子商行	REALTEK	0742+	20	TSSOP
RTS5111	from hqew, 捷辉电子商行	REALTEK	0642+	34	QFP
S29JL032H70TFIG1	from hqew, 捷辉电子商行	SPANSIO	0206+	3	TSOP48
S29PL127J60TF113	from hqew, 捷辉电子商行	SPANSIO	0204+	1	TSOP56
SCH5137-NW	from hqew, 捷辉电子商行	SMSC	0628+	19	QFP128
SCH5137-NW	from hqew, 捷辉电子商行	SMSC	0722+	13	QFP128
SIL1392CNU	from hqew, 捷辉电子商行	SILICON	0732+	30	QFN
SIL3512CT128	from hqew, 捷辉电子商行	SILICON	0332+	41	TQFP128
SIS649	from hqew, 捷辉电子商行	SIS	0552+	6	BGA
SIS662	from hqew, 捷辉电子商行	SIS	06+	10	BGA
SIS741 GX	from hqew, 捷辉电子商行	SIS	0541+	21	BGA
STAC9200XS	from hqew, 捷辉电子商行	SIGMATEL	0718+	40	QFP
STAC9205X5NLG	from hqew, 捷辉电子商行	IDT	0207+	14	QFN
